,okt_noun,okt_verb
2871,"['위드', '코로나', '시작', '유럽', '확', '진자', '급증', '재', '봉쇄', '카드']",[]
2872,"['월일', '시', '월일', '시', '기준', '대한민국', '코로나', '바이러스', '현황', '오늘', '사망자', '명', '재원', '위중', '증', '명', '신규', '입원', '명', '오늘', '확', '진자', '명', '드', '코로나', '단계', '일상', '회복', '코로나', '바이러스', '감염증', '국내', '확', '진자']",[]
2873,"['위드', '코로나', '구인', '직원', '못', '구해', '사장', '서빙', '설거지', '출처', '무역', '회사', '사장', '수', '네이버', '카페']","['닥친', '될', '있다']"
2874,"['위드', '코로나', '게', '뭐', '가십', '거리']","['이런', '중요해']"
2875,"['백신', '패스', '관', '선택', '가능', '좌석', '상영', '관', '음식', '소리', '수', '그냥', '백신', '패스', '관', '데', '보기', '추천', '최근', '바', '패스', '관', '팝콘', '과자', '등', '일반', '식품', '류', '섭취', '백신', '패스', '관', '데', '물', '논', '알코올', '음료', '섭취', '가능']","['많을지언정', '한동안', '조용했던', '먹는', '시달릴', '있으므로', '가능하면', '아닌', '가', '본', '가능했고', '아닌', '서는', '또는']"
2876,"['백신', '패스', '지금', '전', '미접', '종자', '포함', '명', '입장', '가능', '이', '미접', '종자', '아예', '입장', '불가', '거', '명중', '명', '차', '완료', '명', '아예', '잡종', '못']","['아니라', '바뀐', '맞나요', '미']"
2877,"['위드', '코로나', '의미', '한참', '잘못', '이해', '거']","['있는', '아녀']"
2878,"['위드', '코로나', '건', '왜']","['그러니까', '같은', '해서']"
2879,"['위드', '코로나', '편의점', '출처', '매일경제', '네이버', '뉴스']","['여전히', '잘', '팔리는']"
2880,"['백신', '패스', '유효', '기간', '설정', '기간', '부스터', '샷', '접종', '출입', '허용', '방안', '검토', '대상', '백신', '부작용', '문제', '대한', '국가', '태도', '대처', '대한', '반성은', '국민', '통제', '김부겸', '방역', '칙', '안', '자', '방역', '코미디']","['해서', '지나면', '하는', '입니다', '보이는', '없이', '하겠다', '지킨', '아냐', '근데', '주도하고', '있냐']"
2881,"['경제', '대책', '코로나', '방역', '위드', '코로나', '체제', '사회', '경제활동', '재개', '총리', '간판', '정책', '자본주의', '가동', '방재', '대책', '등', '개', '축', '구성', '코로나', '방역', '자본주의', '가동', '각각', '조억', '엔', '조억', '엔', '편성', '사회', '경제활동', '재개', '조억']","['기시다', '기시다', '새로운', '된다', '새로운', '했다']"
2882,"['의미', '여러분', '자초', '위드', '코로나', '정치', '수작', '어쩌', '것', '여하튼', '악', '깡', '말', '때', '지역', '상권', '명분', '거', '좀', '피하', '시지', '핼러윈', '때', '개쩔드']","['어떤', '입니다', '하는', '좋겠습니다만', '버티십시오', '그러게', '놀러', '나가지', '할', '살려야', '된다고', '같은', '붙이면서', '바글바글', '몰려나는', '그러셨나요']"
2883,"['단계', '일상', '회복', '상태', '확', '진자', '변수', '뭐']","['들어간', '너무', '큰데', '하는', '건지', '모르겠네요']"
2884,"['위드', '코로나', '이', '지랄']",['이런데']
2885,"['월일', '시', '월일', '시', '기준', '대한민국', '코로나', '바이러스', '현황', '오늘', '사망자', '명', '재원', '위중', '증', '명', '신규', '입원', '명', '오늘', '확', '진자', '명', '드', '코로나', '단계', '일상', '회복', '코로나', '바이러스', '감염증', '국내', '확', '진자']",[]
2886,"['위드', '코로나', '전', '다른', '나라', '거']","['망하는', '똑같이', '따라', '하다가', '똑같이', '망하게', '생겼네']"
2887,"['일상', '회복', '코로나', '정신병', '요', '코로나', '우울', '사람', '위드', '코로나', '다시', '일상', '제', '조금']","['어쩌나', '앓는', '나옵니다']"
2888,"['내일', '국민', '가수', '위드', '코로나', '첫걸음', '본선', '라운드', '대망', '국민', '콘서트', '출처', '나인', '스타즈', '네이버', '포스트', '내일', '국민', '가수', '이병찬', '이', '소리', '몬', '고은성', '김', '국민', '가수', '국민', '콘서트', '국민', '마스터']",[]
2889,"['단계', '일상', '회복', '실적', '회복', '정', '지수', '메', '리츠', '증권']",[]
2890,"['단계', '일상', '회복', '시행', '각종', '체육', '행사', '활기', '띠', '화순군', '각종', '체육', '행사', '재개', '개회', '최소', '무관', '중', '운영', '참여', '선수', '관계자', '예방접종', '완료', '및', '검사', '음성', '등', '기본', '방역', '수칙', '준수', '지도', '점검', '방침']","['되면서', '있습니다', '되더라도', '철저히', '하도록', '강화할', '입니다']"
2891,"['대한민국', '비롯', '접종', '률', '나라', '코로나', '확', '진자', '발생', '시작', '것', '위드', '코로나', '문제', '백신', '문제', '란', '의심', '중', '백신', '검증', '술', '유효', '기간', '알', '수', '부스터', '샷', '입증']","['해서', '높은', '많이', '하기', '했다는', '아니라', '아닐까', '드는', '너무', '급하게', '만들어진', '허', '없음', '그걸']"
2892,"['고양시', '응급처치', '교육', '실시', '고양시', '일산서구', '보건소', '월', '일', '월', '일', '교통경찰', '유치원', '교사', '등', '법정', '의무', '대상자', '구조', '및', '응급처치', '교육', '실시', '이번', '응급처치', '교육', '단계', '일상', '회복', '집합', '대면', '교육']","['한다', '따라']"
2893,"['음식점', '등', '백신', '패스', '적극', '사용', '해', '지금', '위드', '코로나', '백신', '미접', '종자도', '누리', '생각', '돌파', '감염', '백신', '안', '유럽', '일부', '나라', '백신', '미접', '종자', '중심', '감염', '미접', '종자', '생활', '것']","['하게', '해야', '같이', '있는데', '되었다고', '합니다', '있는데', '맞았다면', '무섭게', '퍼지죠', '심각해지는', '막으려고', '불편하게', '만드는', '같아요']"
2894,"['위드', '코로나', '시작', '소리', '손뼉', '정부', '주관', '오프라인', '공연', '나', '자신', '시작', '직캠', '오프', '팬싸', '소형', '걸그룹', '컴백', '무엇', '선', '반영', '과반', '고', '엔터', '주식']","['이미', '물론', '아직', '지르지', '쳐', '다녀온', '떠돌기', '하는', '넘어', '용되', '있는']"
2895,"['시', '수업', '시', '분', '차', '수', '시', '분', '시', '시외버스', '결행', '시', '버스', '매진', '뭐', '위드', '코로나', '대면', '거', '시외버스', '결행', '학교', '좀']","['가려면', '타면', '여유롭게', '딱', '갈', '있는데', '다', '하게', '할', '막으라고', '가자']"
2896,"['이재', '갑', '교수', '일상', '회복', '위', '인원', '제한', '갑론', '박', '현행', '위드', '코로나', '유지', '정부', '국민', '자영', '업자', '죽', '코로나', '위협', '정권', '유지', '용이', '코로나', '감기', '정', '소리', '그냥', '확', '진자', '여기저기', '사망', '소식', '마스크', '안']","['놓고', '해야', '한다', '살려', '해봐', '하네', '도라더라', '이런', '한다', '늘어', '들리면', '알아서', '써고', '알아서', '나간다']"
2897,"['백신', '패스', '점', '나', '백신', '주변', '안', '사람', '자동', '헬스', '못', '기구']","['좋은', '다', '맞아서', '맞은', '와서', '남는다']"
2898,"['부산시', '여성', '문화', '회관', '년', '여성', '의식', '함양', '특강', '개최', '부산시', '문화', '회관', '월일', '시', '여성', '문화', '회관', '극장', '년', '하반기', '여성', '의식', '함양', '특강', '개최', '이번', '특강', '단계', '일상', '회복', '시대', '여성', '생활', '활력소', '제공', '및', '삶']","['오는', '한다고', '밝혔다', '건강한']"
2899,"['월일', '시', '월일', '시', '기준', '대한민국', '코로나', '바이러스', '현황', '오늘', '사망자', '명', '재원', '위중', '증', '명', '신규', '입원', '명', '오늘', '확', '진자', '명', '드', '코로나', '단계', '일상', '회복', '코로나', '바이러스', '감염증', '국내', '확', '진자']",[]
2900,"['위드', '코로나', '중단', '듯']","['아무래도', '될']"
2901,"['도대체', '무슨', '말', '단계', '일상', '회복', '주위', '밤', '술', '인간', '대통령', '보고', '케어']","['하는', '하는데', '지', '늦게까지', '마시는', '많으니', '그걸', '해달라고']"
2902,"['인력', '증상', '모니터링', '치료', '키트', '배분', '제대로', '안', '방역', '붕괴', '위드', '코로나', '방', '역', '행정', '사실', '속수무책', '떼', '죽음', '임박']","['부족해', '돼', '완전히', '됐다', '완전히', '실패했다']"
2903,"['천명', '위드', '코로나', '무슨', '다시', '거리', '두기', '저', '고랑', '방역', '더', '거']","['넘겠네', '해서', '강화해야', '하는', '아니야']"
2904,"['논산시', '성공', '위드', '코로나', '모델', '브레이크뉴스']",['만든다']
2905,"['단계', '일상', '회복']",[]
2906,"['대한민국', '위드', '코로나', '시행', '유엔군', '사령관', '공동', '경비', '구역', '견학', '확대', '시행', '승인', '유엔', '곧', '대한민국', '정부', '관계자', '민간인', '대상', '견학', '재개', '일정', '최종', '조율', '발표', '예정', '관련', '소식']","['맞춰', '하였습니다', '사는', '해', '할', '입니다', '놓치지', '마세요']"
2907,"['공문', '단계', '일상', '회복']","['그래도', '쓰네', '그래']"
2908,"['단계', '일상', '회복', '기존', '사회', '거리', '두기', '등', '방역', '관리', '포기', '것', '우리', '의료', '대응', '체계', '감당', '수', '범위', '내', '기존', '방역', '조치', '점진', '완화', '일상', '과정', '의미']","['하는', '아니라', '할', '있는', '하면서', '안전하게', '회복해가는', '한다']"
2909,"['이제', '백신', '패스']",['가능해졌어']
2910,"['위드', '코로나', '눈치', '싸움', '대학', '문화', '쿠키뉴스', '뉴스']",['사라지나']
2911,"['얼마', '전', '위드', '코로나', '반', '애', '짝꿍', '보건', '선생님', '호', '이틀', '시무', '원래']","['해서', '신나서', '만들었다가', '되게', '혼나고', '해져서', '바꿨습니다']"
2912,"['옥', '마을', '년', '옥', '마을', '단계', '일상', '회복', '첫', '주', '차', '전주역']","['망함', '망함', '되자마자', '미어', '터짐']"
2913,"['화순군', '단계', '일상', '회복', '코로나', '감염', '확산', '차단', '위해', '방역', '취약', '시설', '선제', '검사', '등', '방역', '준수', '사항', '행정명령', '발동', '외국인', '고용', '사업', '외국인', '근로자', '직업', '소개', '소', '운영자', '종사', '직업', '소개', '소', '이용', '외국인', '근로자', '주', '회', '진단', '검사']","['따른', '강화하는', '담은', '했습니다', '받아야', '합니다']"
2914,"['단계', '일상', '회복', '이후', '뭐', '배달', '확', '뭐', '어쩌', '다', '기사', '라이더', '배정', '도저히', '시반', '주문', '시', '내', '픽업', '쿠팡', '이치', '가게', '직접', '연락', '해결', '함', '뭐', '이']","['줄어서', '봤는데', '어이없네', '돼서', '넣은', '기다리다', '기다리다', '결국', '하러', '다녀왔네', '아무리', '전화해도', '받지도', '않고', '해서']"
2915,"['위드', '코로나', '철회', '네덜란드', '주간', '봉쇄', '령', '도입', '다음', '뉴스', '얼마', '뒤', '한국', '미래']",['같은데']
2916,"['위드', '코로나', '대면', '세상', '제일', '사람', '거', '승후니', '승후니']","['하구', '행복한', '된', '같아', '행복해하니', '나도', '좋아']"
2917,"['티켓', '이벤트', '코', '시국', '위드', '코로나', '후', '연말', '무대', '시상식', '추첨', '티켓', '무대', '시상식', '못', '진짜', '고', '꼭', '실물', '제', '눈', '시상식', '꼭꼭']","['바뀐', '엄청', '엄청', '기대했는데', '이렇게', '주신다니', '그저', '너무', '감사합니다', '가봐서', '아쉬웠는데', '너무', '기대되', '보면서', '아름다운', '담아', '두고', '싶어요']"
2918,"['코로나', '줄', '불리', '아버님', '수', '지난', '시간', '얼마나', '위드', '코로나', '시작', '젠', '대면', '면회', '어서', '불리', '아버님', '만남', '불리', '하루하루', '기원']","['이렇게', '길어질', '몰랐는데', '찾아갈', '없던', '힘드셨을까요', '되면서', '가능해졌을까요', '이루어졌으면', '좋겠어요', '행복하길', '해요']"
2919,"['인간', '존나', '말', '안', '처', '짐승', '바', '위드', '코로나', '코로나', '종식', '백신', '판국', '안', '더', '거', '왜', '우르르']","['들어', '먹어', '다를', '없음', '아니라고요', '맞아도', '걸리는', '맞았으면', '조심하고', '다녀야', '하는', '아님', '이렇게', '돌아다니냐고']"
2920,"['월일', '시', '월일', '시', '기준', '대한민국', '코로나', '바이러스', '현황', '오늘', '사망자', '명', '재원', '위중', '증', '명', '신규', '입원', '명', '오늘', '확', '진자', '명', '드', '코로나', '단계', '일상', '회복', '코로나', '바이러스', '감염증', '국내', '확', '진자']",[]
2921,"['단', '계', '적', '일', '상', '회', '복', '위드', '코로나', '말', '달라', '당부', '대선', '주자', '위드', '코로나', '영', '제발']","['쓰지', '하는데']"
2922,"['주', '순천시', '마스크', '만장', '탁사', '희망', '사람', '후원', '계', '위드', '코로나', '훈훈']",['나누는']
2923,"['오스트리아', '위드', '코로나', '포기', '로', '다운', '다시', '우리나라', '방역', '관리', '얼마나', '국민', '모두', '박수', '응원', '극우', '보수', '인간', '이야기', '건', '귀', '필요']","['한다고', '합니다', '잘', '하고', '있는', '건지', '받고', '받아야', '합니다', '하는', '닫을', '있습니다']"
2924,"['방역', '단계', '일상', '회복', '개꿈', '시진핑', '한테라']","['아직도', '꾸니', '배우지']"
2925,"['위드', '코로나', '소리']","['같은', '하네']"
2926,"['나', '단계', '일상', '회복', '뭐', '해도', '그냥', '단계', '때', '왜', '확', '진자', '거', '좀', '마스크', '홍대', '단체', '프리허그', '프리', '키스']","['아니', '지냈는데', '이렇게', '많은', '임다', '들', '풀렸다고', '벗고', '했냐고']"
2927,"['단계', '일상', '회복', '정', '말']","['했는데', '입니다']"
2928,"['전남도', '단계', '일상', '회복', '개', '군', '민박', '관광', '펜션', '등', '숙박시설', '안전', '감찰']",[]
2929,"['듄', '회차', '백신', '패스', '관', '처음', '콜라', '팝콘']","['들고', '들어가', '본다']"
2930,"['해남군', '해남', '미남', '축제', '위드', '코로나', '선도', '축제']","['안전하게', '열려']"
2931,"['코로나', '단계', '일상', '회복', '차', '개편', '사회', '거리', '두기', '주주', '운영', '주', '평가', '간격', '차례', '완화', '조치']",[]
2932,"['코로나', '재학', '산세', '위드', '코로나', '폐기', '유럽', '방역', '강화', '다음', '뉴스']",['하는']
2933,"['위드', '코로나', '합체']",['몰랑']
2934,"['백신', '패스', '관인', '줄', '알', '팝콘', '생각', '우울', '레전드']","['먹을', '신났는데', '아니었어']"
2935,"['신세계', '센텀시티', '골드', '트', '코로나', '블루', '일상', '스트레스', '위해', '가족', '위해', '부모님', '위해', '힐링', '인테리어', '오디오', '선물', '단계', '일상', '회복', '필수', '템']","['지친', '나를', '주는', '해주세요']"
2936,"['위드', '코로나', '자마자', '취하', '날', '젠장']","['개시되', '많아짐', '이런']"
2937,"['일상', '단계', '땐', '언제', '갑자기', '명', '이상', '단계', '바로', '간다', '위드', '코로나', '초반', '확', '진자', '증가', '거']","['아니', '회복하자면서', '내릴', '나오니까', '하다가', '떨어지는', '아님']"
2938,"['풀', '재택', '회사', '메리트', '단계', '일상', '회복', '진행', '그때']","['아니게', '되어', '버리다니', '두고', '봐요', '되면', '오면']"
2939,"['백신', '패스', '거', '느낌', '느낌']","['그런', '같은', '입니다']"
2940,"['씨발', '단계', '일상', '회복', '자시', '확', '진자', '네', '자리', '수', '회식', '걸']","['해야', '할까']"
2941,"['위드', '코로나', '덕', '회사', '헬스장', '몇', '달', '오픈', '테크노', '짐임']","['맞다', '만들어진', '지', '드디어', '했는데', '죄다']"
2942,"['단계', '일상', '회복']",['아님']
2943,"['저', '다시', '한번', '의사', '호소', '효과', '치료', '제', '사람', '처방', '그린', '패스', '그것', '백신', '마케팅', '일', '우리', '음모론자', '고요', '음모', '것', '그']","['합니다', '하시라고', '맞게', '하려는', '뿐입니다', '아니요', '꾸미는', '들입니다']"
2944,"['위드', '코로나', '첫', '미국', '행', '제임스', '고든', '수화', '댄스', '출처', '한국', '일보', '네이버', '뉴스']",[]
2945,"['본문', '이번', '확진', '자', '기념', '위드', '코로나', '잠시', '다시', '주', '동안', '방역', '관리', '높이', '국민', '방역', '각심', '거', '기적', '방역', '관리', '더', '도움', '주장', '국민', '주의', '경고', '주기', '때문', '이번', '위드', '코로나', '잠시']","['이어', '찍은', '멈추고', '높일', '생각나는', '나타난', '가', '준다고', '했었음', '멈춤', '좋음']"
2946,"['태안', '군청', '수확', '진자', '명', '발생', '번', '타', '지역', '거주', '확', '진자', '접촉', '단계', '일상', '회복', '방역', '칙', '준수', '생활화', '식당', '카페', '미접', '종자', '명', '명명', '태안', '군청', '재난', '문자']",[]
2947,"['봬', '백신', '패스', '관', '게', '안', '게', '간식', '거리', '뭐', '하나', '거']","['이래', '먹고', '싶은', '없어서', '먹는', '너무', '슬프다', '다', '들', '들고', '오는', '같던데']"
2948,"['이', '영화', '백신', '패스', '간', '거', '팝콘', '남', '사랑', '이야기', '게', '제일', '것', '말']","['틀어야', '하는', '아닐까', '먹으면서', '망한', '보는', '재밌을', '같은데']"
2949,"['위드', '코로나', '확', '진천']","['잡았더니', '넘어서']"
2950,"['출입국', '백신', '패스', '상호주']",['지']
2951,"['월일', '시', '월일', '시', '기준', '대한민국', '코로나', '바이러스', '현황', '오늘', '사망자', '명', '재원', '위중', '증', '명', '신규', '입원', '명', '오늘', '확', '진자', '명', '드', '코로나', '단계', '일상', '회복', '코로나', '바이러스', '감염증', '국내', '확', '진자']",[]
2952,"['세종시', '일', '힐링', '날', '일상', '회복', '활', '세종', '특별자치시', '보람', '등', '행정', '복지', '센터', '코로나', '단계', '일상', '회복', '환기', '일', '지역', '문화', '행사', '힐링', '날', '개최', '이번', '행사', '그간', '거리', '두기', '및', '방역', '조치', '위축', '지역', '사회', '분']","['호려울', '돋운다', '맞아', '오는', '호려울', '한다', '됐던']"
2953,"['단계', '일상', '회복', '라며', '집합', '제한', '극장', '팝콘', '집회', '왜', '경찰']","['풀리고', '먹으라', '하면서', '막는데', '신났지']"
2954,"['미국', '코로나', '확진', '현황', '신규', '확', '진자', '중', '사망자', '입원', '환자', '백신', '미접', '종이', '이', '통계', '다음', '무슨', '행동', '답', '위드', '코로나', '우리', '바이러스', '전쟁', '것', '마찬가지', '종식', '사람', '차라리', '공존', '선택', '것']","['보면', '가', '합니다', '보면', '해야', '하는', '나오지', '않습니까', '실패한', '입니다', '안되고', '지쳐가니', '입니다']"
2955,"['오', '어제', '오늘', '가격', '위드', '코로나', '단계', '때', '가까이', '때', '좋슴']","['들어가셨다면', '묶어', '두십셔', '올', '파셔도']"
2956,"['위드', '코로나', '확', '진자', '급증', '유럽', '봉쇄', '카드']",['꺼낸다']
2957,"['민주당', '지지', '사람', '민주당', '원색', '극악', '서치', '대선', '후보', '송영길', '경망', '사람', '표현', '그', '기러기', '또한', '극단', '생각', '등', '확', '진자', '건', '위드', '코로나']","['나도', '한때', '했던', '한', '너무', '유치하고', '스러워', '떨리네', '가볍고', '스럽고', '젊은', '기르기로', '하던데', '너무', '과격하고', '드러나를', '돌리게', '했지', '느는']"
2958,"['빵', '먹기', '대회', '보고', '엄두', '못', '중전', '위드', '코로나', '안']","['너무', '가고', '싶다', '대어줄', '내는', '할래요']"
2959,"['월일', '시', '월일', '시', '기준', '대한민국', '코로나', '바이러스', '현황', '오늘', '사망자', '명', '재원', '위중', '증', '명', '신규', '입원', '명', '오늘', '확', '진자', '명', '드', '코로나', '단계', '일상', '회복', '코로나', '바이러스', '감염증', '국내', '확', '진자']",[]
2960,"['영통', '위드', '코로나', '영통']",[]
2961,"['월일', '시', '월일', '시', '기준', '대한민국', '코로나', '바이러스', '현황', '오늘', '사망자', '명', '재원', '위중', '증', '명', '신규', '입원', '명', '오늘', '확', '진자', '명', '드', '코로나', '단계', '일상', '회복', '코로나', '바이러스', '감염증', '국내', '확', '진자']",[]
2962,"['백신', '안', '건', '자유', '왜', '굳이', '것', '사람', '곳', '일', '사람', '생각', '진짜', '백신', '패스', '의무', '게', '자유', '침해', '나', '권리', '침해', '계세', '지금']","['맞는', '그걸', '많은', '하는', '짧다', '짧아', '이러고', '화하는', '안전할']"
2963,"['아침', '단계', '일상', '회복', '단계', '비상', '취소', '뭐', '말', '뉴스', '피', '말리', '그냥', '한번', '쓱', '의향', '멘션', '디엠', '부탁', '드랴']","['할지', '하는', '그런', '보면서', '있어서', '올려', '보는', '있으신']"
2964,"['위드', '코로나', '다시', '업', '무량', '정도', '좀', '확인']","['바빠졌다길래', '어느', '해보고', '싶네', '크']"
2965,"['하루', '확진', '명', '육박', '역대', '최', '위드', '코로나', '일시', '중단', '출처', '최원호', '블로그']",[]
2966,"['위드', '코로나', '요양', '병원', '면회', '시작', '고', '왜', '종사', '주', '회', '검사', '거']","['다', '하는데', '시키는']"
2967,"['대구', '지역', '생활', '시설', '집단', '감염', '이', '발생', '위드', '코로나', '후', '최', '확', '진자']",[]
2968,"['개인', '단계', '일상', '회복', '사용', '구두', '단계', '일상', '회복', '말함']","['이렇게', '열심히', '있음']"
2969,"['상가', '가지', '위드', '코로나', '좀', '더']","['갈', '있는데', '않기로', '했다', '아무리', '그렇']"
2970,"['단계', '일상', '회복', '상황', '이전', '비교', '지자체', '수', '적', '것', '이쯤', '그동안', '서울', '뭘', '안', '물', '수가', '기억', '서울', '방역', '신경', '모습', '라면', '서울', '확', '진자', '늘', '다른', '지역', '알', '바', '서울', '백신', '먼저', '달라']","['해서', '할', '있는', '같기는', '그래도', '되면', '했냐고', '없다', '그나마', '남는', '썼던', '있으니', '아니고']"
2971,"['단계', '일상', '회복', '위드', '코로나', '수능', '날', '코로나', '확', '진자', '천명', '오늘', '최', '수치', '가능성', '출처', '평화', '실', '화연', '블로그', '단계', '일상', '회복', '위드', '코로나', '수능', '코로나', '확', '진자']",['돼']
2972,"['예매', '왜', '백신', '패스', '관', '하야']","['하려고', '하는데', '다']"
2973,"['너', '길', '응원', '마음', '이벤트', '준비', '댓글', '세분', '영화', '예매', '내일', '월일', '금요일', '상암', '월드컵', '경기장', '메가박스', '관백', '패스', '관', '분', '극장', '늘', '상영', '시간', '황금시간대', '성미산', '알루']","['가는', '소심한', '했습니다', '남겨주신', '보내', '드려요', '많이', '들', '찾아주셔서', '늘어나기를']"
2974,"['위드', '코로나', '시작', '지하철', '약간', '정줄', '취객', '듯']","['놓은', '젊은', '많아진', '해용']"
2975,"['위드', '코로', '나라', '코로나', '오늘', '확', '진자', '보고', '식겁']","['걸리고', '싶진', '않은데요']"
2976,"['단계', '일상', '회복', '위해', '방역', '칙', '일상', '서울특별시']",['지켜주세요']
2977,"['정상인', '코로나', '면역', '세포', '서울대', '교수', '팀', '충격', '발표', '살인', '부작용', '백신', '반', '헌법', '백신', '패스', '거부', '확', '진자', '코로나', '사기', '독감', '코로나', '사기']","['이미', '갖고', '있다', '부풀리는', '약한']"
2978,"['대극장', '통제', '대사', '환호', '위드', '코로나', '그냥', '코로나', '이전']","['하지도', '않고', '되지도', '않고', '따라', '하고', '아니라', '똑같은데']"
2979,"['알', '보', '이', '패스', '관', '더', '환불']","['이었', '그래서']"
2980,"['티켓', '이벤트', '위드', '코로나', '시작', '첫', '시상식', '정말', '뜻', '것', '아티스트', '분', '기분', '일', '것', '팬', '멜론', '뮤직', '어워드', '번', '안', '그', '현장', '분위기', '아티스트', '팬', '장소', '마음', '소통']","['되고', '깊을', '같고', '많은', '되게', '좋고', '행복한', '같네요', '물론', '한', '가봤는데', '가서', '한', '느끼고', '싶어요']"
2981,"['영화관', '이제', '백신', '패스', '관리', '란', '것']",['있냐']
2982,"['중앙', '정부', '기조', '일상', '회복', '위드', '코로나', '신기록', '거지']","['아니야', '함께', '가다', '보면', '세우고', '하는']"
2983,"['젠장', '백신', '패스', '관', '가득', '주', '안']",['지났는데']
2984,"['주말', '백신', '때', '잠깐', '뭔가', '클래식', '농구', '거', '루비', '오', '패스', '센스', '빅맨', '그대로', '도감', '패스', '클러치', '상황', '로브', '패스']","['맞고', '골골', '할', '쉬면서', '봤는데', '하는', '같더라고요', '여전히', '끝내주더군요', '달려가는', '살려서', '뿌려주는', '그렇고요']"
2985,"['기록', '코로나', '칭찬', '하나요', '코로나', '수', '위드', '코로나']","['올렸다고', '했다고', '해야', '참', '될', '있게', '해놓고', '해야죠']"
2986,"['백신', '패스', '심야', '사람', '롼전', '범수', '님', '꼭', '한번']","['없고', '쾌적해요', '봐', '보시길']"
2987,"['위드', '코로나', '시대', '더', '주목', '해외여행', '곳', '출처', '네이버', '블로그']",['받는']
2988,"['여주시', '위드', '코로나', '김장', '김치', '이웃', '나눔', '후끈', '경기', '여주시', '새마을', '회', '대신', '농협', '금사', '농협', '등', '관내', '사회', '단체', '및', '각', '지역', '농협', '최근', '위드', '코로나', '방역', '기준', '여주시', '위드', '코로나', '김장', '김치', '이웃', '나눔', '후끈', '전국', '매일신문', '여주', '금사', '농협', '이칠', '구', '대신', '농협']",[]
2989,"['어린이', '학교', '또', '확', '진자', '발생', '요새', '추이', '이해', '위드', '코로나', '이후', '선별', '진료', '소가', '무지', '모양', '소독', '시간', '전', '접수', '마감', '시간', '전', '오후', '검사', '상황', '곳', '관계자', '모두', '무지', '모습', '시간', '반']","['보면', '된다', '근데', '붐비는', '왔는데', '이미', '끝난', '지친', '기다려야', '하는데도', '대어줄', '어마어마하다']"
2990,"['준비', '단계', '일상', '회복', '유보']","['안된', '하시길']"
2991,"['월일', '시', '월일', '시', '기준', '대한민국', '코로나', '바이러스', '현황', '오늘', '사망자', '명', '재원', '위중', '증', '명', '신규', '입원', '명', '오늘', '확', '진자', '명', '드', '코로나', '단계', '일상', '회복', '코로나', '바이러스', '감염증', '국내', '확', '진자']",[]
2992,"['지체', '장애인', '여주시', '회', '위드', '코로나', '일상', '대비', '활동', '활발', '한국', '지체', '장애인', '협회', '경기', '여주시', '회', '코로나', '장기', '화로', '협회', '장애인', '실시', '무상', '지체', '장애인', '여주시', '회', '위드', '코로나', '일상', '대비', '활동', '활발', '전국', '매일신문', '여주시', '한성대', '한국', '지체', '장애인', '협회']",['하는']
2993,"['요즘', '노래방', '백신', '패스', '거', '바']",['다']
2994,"['오늘', '헬스장', '등', '백신', '패스', '위반', '만원', '출처', '서울', '경제', '네이버', '뉴스', '실내', '체육', '유흥', '시설', '등', '입장', '시', '접종', '완료', '증명', '과태료', '업주', '환불', '등', '실질', '피해', '민사', '소송', '헌법소원', '제기', '예고']","['하면', '없으면']"
2995,"['위드', '코로나', '길거리', '토', '사물', '밟을뻔핺잖', '돈', '처', '왜', '길', '바닥', '토', '디', '도', '소화', '말임']","['됐다고', '내고', '먹은걸', '해', '시키고', '디지란']"
2996,"['월일', '시', '월일', '시', '기준', '대한민국', '코로나', '바이러스', '현황', '오늘', '사망자', '명', '재원', '위중', '증', '명', '신규', '입원', '명', '오늘', '확', '진자', '명', '드', '코로나', '단계', '일상', '회복', '코로나', '바이러스', '감염증', '국내', '확', '진자']",[]
2997,"['위드', '코로나', '미세먼지']","['되니', '함께', '높아지는구나']"
2998,"['위드', '코로나', '불가능']",['아님']
2999,"['위드', '코로나', '배달', '앱', '이용자', '위드', '코로나', '시작', '직후', '지난', '일', '배달', '민족', '요기', '쿠팡', '츠', '총', '사용자', '수', '안드로이드', '스마트폰', '기준', '만', '명', '지난달', '기간', '명', '가량']","['줄었다', '된', '같은', '줄었다']"
3000,"['정부', '위드', '코로나', '용어', '사용', '자제', '당부', '언론', '말', '좀', '기존', '방역', '관리', '포기', '것', '우리', '의료', '대응', '체계', '감당', '수', '범위', '기존', '방역', '조치', '점진', '완화', '일상', '과정', '살얼음', '판', '위', '협조', '좀', '하라']","['바란다고', '했으면', '들어라', '하는', '아니라', '할', '있는', '하면서', '안전하게', '회복하는', '애쓰고', '있는데']"
3001,"['우리', '백신', '패스', '관', '하야']",['다']
3002,"['오늘', '대화', '내', '위드', '코로나', '얘기', '엄마', '옆', '자연', '얘기', '말', '위드', '코리아', '옆', '아빠', '오', '필승', '코리아']","['개어이', '없음', '있는데', '끼는데', '하길래', '지나가면서', '이러고', '지나감']"
3003,"['부스터', '샷', '백신', '패스', '접종', '완료', '정의']","['맞아야', '바뀐다']"
3004,"['위드', '코로나']","['잘', '돌아가죠']"
3005,"['단콘', '백신', '패스', '입장', '떼창']","['해서', '가능하게', '해주세요']"
