,okt_noun,okt_verb
845,"['넌버벌', '퍼포먼스', '비', '언어', '난타', '명동', '난타', '극장', '월', '재', '오픈', '현장', '위로', '난타', '위드', '코로나', '다시', '달린다']",[]
846,"['하나', '백신', '패스', '관', '안심', '하나', '백신', '패스', '관입', '마스크', '꾹꾹', '절대', '안']","['없네', '쓰고', '벗어야지']"
847,"['신세계', '센텀시티', '골드', '트', '단계', '일상', '회복', '오디오', '추천', '방', '집', '오디오', '힐링', '임', '뮤', '조로', '코로나', '블루', '해소', '블루투스', '스트리밍', '플랫폼', '연결', '가능', '집', '매장', '여행지', '목적', '사용', '가능', '부산', '울산', '창원', '포항', '오디오', '추천']","['안전한', '듣는', '다']"
848,"['위드', '코로나', '제발']",[]
849,"['새삼', '왜', '위드', '코로나', '거', '오천', '명도', '듯', '어디', '가나']","['그럼', '하면', '이렇게', '될', '몰랐겠냐', '가능할', '보자']"
850,"['백신', '패스', '관', '졸라', '얼', '기요', '저', '미성년', '자라', '차', '씨발']","['탱', '없음', '늦게', '맞아서', '아직', '맞았는데요']"
851,"['다음', '카페', '위드', '코로나', '시대', '수요', '폭발', '중인', '컨벤션', '자격증']",[]
852,"['역대', '최', '확진', '위드', '코로나', '중환자', '병상', '곳', '출처', '한국', '일보', '네이버', '뉴스']","['부른', '끌어', '올', '없다']"
853,"['목요일', '엘', '칸토', '백신', '패스', '관입']","['빨리', '됐으면', '좋겠다', '없어서', '슬프긴']"
854,"['위드', '코로나', '일상', '회복', '예전', '절대', '오지', '오히려', '비', '대면', '더욱', '추구', '방역', '칙', '꼭']","['된다', '한', '들', '같은', '삶은', '않는다', '할', '뿐이', '지키시라']"
855,"['오늘', '확', '진자', '명', '안팎', '예상', '증가', '세', '광석', '코로나', '확', '진자', '발생', '단계', '일상', '회복', '위드', '코로나', '도입', '급증', '가운', '데일', '시', '집계', '명', '박하', '거나', '것']","['함께', '있는', '치는', '넘어설', '보인다']"
856,"['기본', '방역', '수칙', '유지', '개', '입구', '체온', '체크', '및', '콜', '체크', '진행', '국립극장', '문화', '광장', '이번', '시장', '정부', '단계', '일상', '회복', '단계', '기준', '방역', '패스', '적용', '백신', '접종', '확인', '음성', '확인', '를', '확인', '후', '입장']","['하면서', '합니다', '열리는', '따라', '받습니다', '혹은', '가능합니다']"
857,"['백신', '패스', '관인', '건가']","['헐', '그럼']"
858,"['중국', '때문', '공장', '삼성', '줄줄이', '초비상', '원자재', '공급망', '환율', '등', '리스크', '시계', '제로', '상황', '직면', '분석', '위드', '코로나', '시대', '습격', '물가', '금리', '환율', '모두', '종잡', '수', '실물', '경제', '회복', '복병', '기업', '내년', '경영', '초비상']","['다', '멈출', '대', '해', '있다는', '없다', '만나']"
859,"['위드', '코로나', '시대', '세상', '소식', '탈레반', '아프간', '장악', '일', '국민', '만', '명', '직전']","['굶어', '죽기']"
860,"['이번', '달', '일', '위드', '코로나', '부터', '출퇴근길', '지옥', '출퇴근길', '나', '계속', '출근', '다른', '회사', '사람', '재택근무', '계속']","['정확히', '하면서', '되어', '버렸다', '해도', '좋으니', '했으면']"
861,"['단계', '일상', '회복', '이후', '청소년', '확', '진자', '급증', '현실', '접종', '률', '연관']","['있는', '낮은', '있습니다']"
862,"['위드', '코로나', '더', '사람', '이']","['많이', '생겨남', '맞는']"
863,"['백신', '패스', '어린이집', '안', '사람', '균', '거기', '탈출', '원래', '균', '코딱지', '친구', '신체', '성인']","['있어야', '들어가니', '맞은', '급하게', '맞고', '갔을', '다', '대', '했겠네', '좋아하거든', '건강한']"
864,"['정은경', '차량', '앞', '누운', '백신', '사망', '유가족', '인과관계', '달라', '포장', '카드', '공개', '쇼', '새치', '대가리', '쇼', '개념', '구두', '쇼', '지금', '입원', '대기', '중', '저승', '행', '위드', '코로나', '쇼', '코로나', '병상', '대기', '명', '중환자실', '사망자', '상황']","['드러', '밝혀', '갈아', '먹은', '나와야', '들어갈']"
865,"['위드', '코로나', '연말', '벌써', '주말', '예약', '모임', '거']","['그런지', '찼다나도', '많아지는', '보면', '다', '들', '그렇겠지']"
866,"['왜', '일어', '위', '고로', '단계', '일상', '회복', '앞']","['나가', '쓰이죠']"
867,"['이번', '공연', '무조건', '백신', '패스', '이', '사람', '공연', '인간', '중', '과연', '안티', '백서', '함', '아무', '불만', '소리', '건가', '얼마', '전', '모', '가수', '백신', '안', '여기저기', '활동', '확진', '게', '물의', '빚', '역시', '사람', '일', '건가']","['였는데', '솔직히', '갈', '있었을까', '의심스럽긴', '그래서', '당연히', '없었던', '하긴', '맞고', '하다가', '된', '알려져', '긴', '했으니', '모르는']"
868,"['케이팝', '행사', '거', '보', '위드', '코로나', '실감']","['하는', '나네']"
869,"['위드', '코로나', '코로나', '거', '마스크', '제발']","['해서', '아직', '끝난', '아니라고', '잘', '쓰고', '다니자']"
870,"['그때', '영상', '실트', '계속', '생각', '거란', '말', '말', '위드', '코로나', '지금', '수능', '지킴', '기간', '도', '안', '사람', '공연장', '사람', '제어', '안', '난', '그게', '젤', '수능', '기간', '그때']","['뜨고', '찍었는데', '하는', '좋아', '지', '지키는', '느는데', '흥분하면', '되는데', '궁금해', '끝난', '중요해서', '지켜줘야', '되는데']"
871,"['위드', '코로나', '지랄', '존나', '그냥', '지구']","['화난다', '터졌으면']"
872,"['서울', '강남', '장안동', '여성', '전용', '호빠', '오빠', '방', '시간', '카톡', '상담', '가능', '룸홀', '동시', '구비', '연중', '무', '위드', '코로나', '여러분', '혼자', '분', '고민', '연락', '서울', '호빠', '아빠', '방', '장안동', '호빠', '강남', '호빠']","['지치신', '즐겁게', '놀아요', '외로우신', '편안하게', '오세요', '하지', '마시고', '주세요']"
873,"['금산군', '청', '목', '시', '기준', '확', '진자', '명', '격리', '중', '발생', '위드', '코로나', '성공', '정착', '위', '개인', '방역', '수칙', '금산군', '청', '재난', '문자']","['하여', '철저히', '지켜주시기', '바랍니다']"
874,"['위드', '코로나', '해제', '다시', '단계', '도입', '이건', '말', '안']","['해야', '돼요', '됩니다']"
875,"['현대', '엘리베이터', '스마트', '오피스', '구축', '위드', '코로나', '극복', '브레이크뉴스']",[]
876,"['요즘', '위드', '코로나', '뭐', '듯이', '청첩장', '막', '정신', '하나', '심지어', '날', '겹']","['다', '해서', '다', '들', '기다렸다는', '뿌리는데', '없어', '씩']"
877,"['차', '접종', '인증', '좀', '가나', '몇', '차', '자료', '씨발', '카카오', '톡', '요도', '드릴', '요', '위드', '코로나', '새끼', '것', '너', '때문', '내', '오늘', '카카오', '톡', '연결', '번']","['부탁드릴게요', '맞앗지하지만', '없음', '들어가셔서', '만든', '죽여', '버릴', '했어']"
878,"['저희', '동네', '백신', '패스', '관', '보지', '쓰레기', '동네']","['다', '있어도', '하는']"
879,"['위드', '코로나']",['멈춰']
880,"['경북', '영천시', '방역', '체계', '우려', '위드', '코로나', '시행', '보름', '사이', '확', '진자', '명']",['넘어']
881,"['표', '사고', '백신', '패스', '관', '뭐', '수', '영화', '화장실', '린지', '짐']","['보니', '먹을', '있다는데', '참기', '챌', '하기는', '망설여']"
882,"['기준', '공개', '여론', '그대로', '정부', '상황', '때', '위드', '코로나', '중단', '서킷', '브레이커', '시행', '수', '말', '대체', '뭐', '하자']","['믿으면서', '심각할', '하는', '할', '있습니다', '이런', '하면은']"
883,"['위드', '코로나', '시작', '민지', '보고']",['잡았다']
884,"['람', '드립', '진짜', '저런', '위드', '코로나', '은', '그냥', '위드', '코로나']","['싸마', '빌리자면', '다', '했으면', '좋겠습니다']"
885,"['위드', '코로나']",[]
886,"['산성동', '노인', '여가', '복지', '시설', '경로당', '단계', '일상', '회복', '운영', '안내']",['따른']
887,"['전', '세계', '난민', '전쟁', '빙하', '탈레반', '코로나', '길가', '쓰레기통', '남미', '국민', '탄소', '배출', '위드', '코로나', '철퇴', '시위', '중남미', '주민', '반려동물', '흥행', '펫', '삽', '계속', '성범죄', '등등', '지구']","['녹아내리는', '인해', '있는', '뒤지며', '먹고살고', '있는', '끊임없는', '수없이', '버려지는', '반해', '하는', '들', '되는', '힘들다']"
888,"['위드', '코로나', '위중', '증', '사망', '확진', '누적', '사망', '위중', '증', '안', '드']",['줄어']
889,"['백신', '패스', '관']",['벗어주']
890,"['코로나', '단계', '일상', '회복', '전환', '사회', '거리', '두기', '지침', '개편', '관객', '전원', '대해', '백신', '접종', '증명', '및', '음성', '확인', '제', '의무', '적용', '공연', '티켓', '공연', '당일', '취소', '변경', '및', '환불']","['됨에', '따라', '되었음', '드립니다', '불가합니다']"
891,"['태안', '군청', '목', '확', '진자', '명', '발생', '번', '확', '진자', '접촉', '격리', '중', '단계', '일상', '회복', '개인', '방역', '칙', '준수', '생활화', '태안', '군청', '재난', '문자']",['따른']
892,"['위드', '코로나', '네덜란드', '주간', '봉쇄', '령', '시행', '반대', '시위', '헤이그', '수천', '명의', '시위', '대가', '항의', '집회']","['열려', '가졌다']"
893,"['위드', '코로나', '명', '건', '싸가지']","['걸려', '버리는', '어디서', '배운']"
894,"['다른', '아이돌', '위드', '코로나', '시작', '국내', '콘', '열기', '우리', '케이크', '해외']","['바쁜데', '가네요']"
895,"['팝', '위드', '코로', '나트', '이스', '월드', '투어', '팬', '이슈', '출처', '스포', '티비', '뉴스', '네이버', '연예']",['만났다']
896,"['일상', '회복', '위', '위드', '코로나', '선제', '조치', '판단', '일', '또', '일상', '브레이크뉴스']",['멈춰지나']
897,"['지난', '일도', '복지관', '이용자', '가족', '가정', '대상', '차', '우리', '가족', '린지', '진행', '이번', '린지', '단계', '일상', '회복', '가을', '운동회', '주제', '진행', '날씨', '참여', '가족', '적극', '참여', '프로그램', '진행', '수']","['챌', '되었습니다', '챌', '맞춰서', '작은', '되었는데', '너무', '좋고', '해주셔서', '원활하게', '될', '있었습니다']"
898,"['아이', '동반', '봉사', '처가', '위드', '코로나', '그때', '시도']","['가능한', '있지요', '벗어나면', '하셔요']"
899,"['난', '위드', '코로나', '전면', '등교', '존', '이해', '안', '감', '학교', '거', '축제', '운동회', '것', '코로나', '때문', '축제', '대신', '좆', '노잼', '프로그램', '거', '그냥', '살이', '마려움', '학교', '꼬박꼬박', '축제', '걱정', '노', '애초', '학교생활', '개', '잼', '마음', '습', '놋']","['해서', '보낼', '같은', '하던가', '같은', '만들어서', '하는데', '보내고', '싶은데', '돼', '갈', '생기겠']"
900,"['전면', '등교', '혀', '위드', '코로나', '취소', '어쩌', '얘기', '라나', '등교', '아이', '위해', '우리', '교수', '회식', '취소', '절대', '내', '가기', '게']","['나오지만', '모르겠네', '하는', '지키기', '했으면', '좋겠다', '싫은', '아니고']"
901,"['위드', '코로나', '단계', '일상', '회복', '말', '게', '마스크', '좀', '제대로', '착용']","['아니라', '하는', '그렇게', '힘든가']"
902,"['출근길', '손소독', '좀', '버스', '소독제', '지하철', '위드', '코로나', '거구', '위드', '아웃', '소독제', '위드', '아웃', '방역']","['하려는데', '없고', '없다', '이런']"
903,"['단계', '일상', '회복', '모두', '안녕']",['다']
904,"['위드', '코로나', '확진', '격리', '하나']","['근데', '모르겠군']"
905,"['통영', '시청', '화', '확', '진자', '명반', '발생', '격리', '중', '사적', '모임', '및', '타', '지역', '방문', '자제', '단계', '일상', '회복', '위', '백신', '접종', '동참', '시기', '통영', '시청', '재난', '문자']","['하여', '바랍니다']"
906,"['위드', '코로나', '시국', '재택', '사람', '재택', '장점', '집', '재택', '단점', '집임']",['하는']
907,"['부산', '갑자기', '명', '인간', '진짜', '위드', '코로나', '조심', '안', '짲응', '어쩐지', '길거리', '요즘', '마스크', '안', '인간', '더']","['나왔어', '하고', '쳐', '돌아다님', '하고', '다니는']"
908,"['스파크', '플러스', '위드', '코로나', '본격', '거점', '오피스', '서비스', '정식', '출시', '입', '주사', '스파크', '플러스', '복수', '지점', '라운지', '및', '회의실', '이용', '가능', '미래에셋', '그룹', '스파크', '플러스', '전략', '투자']","['됨에', '따라', '와', '했습니다']"
909,"['머', '위드', '코로나', '사람', '사람', '그냥', '말', '안', '내', '오늘', '검사']","['해서', '행복한', '있고', '아닌', '있고', '그러니', '하겠다', '받았어도']"
910,"['인형', '위드', '코로나', '어머나', '꼭', '사립학교', '아가씨', '오', '오', '오']","['다니는', '같네요', '너무', '예뻐요']"
911,"['방역', '패스', '때문', '장사', '음식점', '백신', '접종', '증명서', '필수', '임']","['한다고도', '하려면']"
912,"['포토', '뉴스', '위드', '코로나', '속', '포항', '국제', '불빛', '축제', '인파']",['몰린']
913,"['위드', '코로나', '코로나', '바이러스', '것', '착각', '하나', '착각', '방역', '단계', '스스로', '더', '정부', '대응', '단계', '때', '더', '자유', '그', '책임', '법', '자율', '더', '전']","['없어지거나', '줄어든', '아니다', '하지', '마라', '풀었어도', '조심하고', '조심해야', '한다', '따르는', '원한다면', '그만큼', '지켜가자', '힘들다']"
914,"['백신', '패스', '간', '미성년', '이제', '백신', '패스', '확인', '차만', '학생', '바로', '환불', '보']","['한다고', '맞은', '내버리네']"
915,"['일상', '단계', '회복', '물']",['돌아가겠군요']
916,"['미국', '오늘', '추수감사절', '연휴', '시작', '다언', '너희', '자식', '모', '식사', '백신', '패스', '미국']","['된', '하겠네', '사라져야', '편하게', '갈']"
917,"['확', '진자', '사', '천명', '어쩌', '난리', '던데', '위드', '코로나', '어쩌고', '합의', '좀', '해']",[]
918,"['위드', '코로나', '하내', '진짜', '개화']",[]
919,"['런가', '다가', '어디', '위드', '코로나', '권유', '뻔']","['가서', '먹던가', '그래야것노', '찐', '할']"
920,"['위드', '코로나', '일상', '회복', '중단', '서울', '오후', '시', '명', '추가', '확진']",['되나']
921,"['수험생', '반값', '유통', '엔터테인먼트', '업계', '수능', '할인', '이벤트', '유통', '식품', '업계', '수험표', '수험생', '경품', '할인', '행사', '위드', '코로나', '공연', '업계', '수능', '마케팅', '돌입', '경기', '신문']","['지', '참', '맞', '물려']"
922,"['위드', '코로나', '이유', '우리', '이', '건물', '확', '진자', '시발', '마스크', '집', '우리', '또']","['가능한', '헐', '나왔데', '어떡하냐', '써', '빨리', '가자']"
923,"['위드', '코로나', '슬금슬금', '해외', '가지', '마', '여기']","['가잖아', '있으라고']"
924,"['전남도', '단계', '일상', '회복', '개', '군', '민박', '관광', '펜션', '등', '숙박시설', '안전', '감찰']",[]
925,"['수칙', '일상', '단계', '일상', '회복', '위해', '방역', '칙', '일상', '코', '입', '마스크', '착용', '요가', '전', '시설', '기적', '환기', '코로나', '확산', '의심', '증상', '휴가', '타', '지역', '이동', '후', '걱정', '땐', '선제', '검사']","['입니다', '지켜주세요', '완전히', '가려', '해', '막아주세요', '또는', '될', '받아주세요']"
926,"['위드', '코로나', '거', '하', '이', '꼴']","['이런', '나잖아']"
927,"['단계', '일상', '회복', '난', '오히려', '더', '긴장감', '충만', '일상', '살', '사람', '카페', '정말', '자신']","['이라지만', '있는지라', '많은', '없고', '그렇다']"
928,"['위드', '코로나', '줄', '정말', '지금', '웃', '그땐', '멘붕', '막', '탐라', '혹시', '린', '경북', '저', '경북', '경남']","['맞아요', '나올', '알았는데', '빗나갔고', '이었죠', '떠서', '보게', '됐는데', '사시나요', '같은', '아니지만']"
929,"['위드', '코로나', '하자', '마자', '회식', '거']","['잡는', '너무']"
930,"['그냥', '위드', '코로나', '여파']",['같은데']
931,"['문어', '방', '벽창호', '정치', '폭동', '오선영', '헬스장', '관장', '협회장', '백신', '패스', '계', '기간', '날', '체육관', '분', '이']","['일어나면', '어떻게', '하려고', '그래', '끝난', '사라졌다']"
932,"['오후', '시', '전국', '천명', '확', '진일', '천명', '웃', '종합', '세훈', '서울', '위드', '코로나', '당장', '중단', '백신', '접종', '률', '코로나', '확', '진자', '증폭', '현상', '백신', '안', '한가지', '효과', '백신', '합병증', '유병률', '몸', '더', '함']","['돌듯', '해라', '이상한', '맞으나', '맞으나', '없네', '맞으면', '망가지기만']"
933,"['위드', '코로나', '꼭', '오프라인', '연말', '시상식', '뮤', '가게', '비고', '저', '아주', '힘', '것', '현장', '그', '내적', '응원', '가능', '핮니', '진짜', '티켓', '이벤트']","['되면서', '가고', '싶었는데', '드디어', '멜', '된다면', '큰', '될', '같습니다', '짜릿함도', '느끼면서', '열심히']"
934,"['다시', '봉쇄', '위드', '코로나', '유럽', '중국']",['되돌리는']
935,"['안', '걸', '것', '이야기', '당', '공격', '소리', '너', '대장', '적', '소리', '반론', '계속', '위드', '코로나', '자', '영업', '활성화', '이야기', '방역', '예산', '삭감', '유흥가', '항원', '키트', '보급', '실책', '것', '데', '잡', '자신', '비판', '건', '아예', '언급', '안', '거']","['할', '하는', '해야', '겠죠요', '하면', '한', '있는', '하면', '되고', '하면서', '하면서', '한', '있는', '없는데', '당할', '하는']"
936,"['명', '위반', '단계', '일상', '회복', '방', '역', '지침', '사적', '모임', '명', '임', '백신', '원료', '이하', '백신', '원료', '이상', '모두', '백신', '완료', '면', '방역', '지침', '준수']",[]
937,"['깔깔', '고블린', '카페', '내', '디', '앤디', '라이프', '시작', '수', '공간', '그', '공간', '것', '이제', '위드', '코로나', '데', '오프', '모임', '하나', '둘', '수', '자주', '가지', '해도', '내', '디', '앤디', '삶', '고향', '곳']","['어떻게', '보면', '할', '있는', '없어진다면', '너무', '슬플', '같아', '만들어가다', '보면', '깔고도', '버틸', '있겠지', '한다고', '있어서는', '어떻게', '보면', '같은']"
938,"['세계', '각국', '백신', '의무', '반대', '및', '백신', '패스', '규탄', '시위', '영상']",[]
939,"['단계', '일상', '회복', '단계', '사람', '더', '이', '상황', '미접', '종자', '오히려', '사회', '거리', '두기', '상황', '지금', '상황', '더', '거', '이용', '제한', '표현', '제한', '미접', '종자', '외출', '체육', '시설', '자고']","['많이', '돌아다니게', '됐는데', '강력한', '위험해진', '그러니까', '하자면', '줄여야', '안전한데', '가서', '위험해지', '그러냐']"
940,"['위드', '코로나', '자가', '격리', '일로', '소문', '그냥', '주야']","['돼서', '준다는', '있던']"
941,"['백신', '패스', '관', '옆', '사람', '거', '진짜', '하루', '영화관', '영화', '두', '편', '것']","['앉는', '오랜만', '보는', '오랜만']"
942,"['위드', '코로나']","['때려', '치우자']"
943,"['단계', '일상', '회복', '보름', '대구', '의료', '체계', '보이지', '부담', '뉴스']","['않는', '높아져']"
944,"['자', '영업', '염병', '위드', '코로나', '시작', '병상', '염병', '꼴', '정부', '역사', '성인', '군자', '정부', '남고', '저', '혐오', '발악', '무한정', '것']","['떨다가', '하니', '하는', '싶은가', '그래서', '받아', '주는']"
945,"['제발', '위드', '코로나', '나중', '진짜', '저', '위드', '가야', '정말']","['해주세요', '힘들다고요', '하는데']"
946,"['검사', '코', '게', '게', '상황', '이면', '백신', '패스', '도입', '상황', '굳이', '왜', '공연', '임박', '다시', '사회', '거리', '두기', '격상', '검사', '거임', '네', '말', '안', '해도', '음성', '결과', '거', '내', '가수', '폐', '거']","['귀찮고', '쑤시는', '싫어서', '이러는', '아니고', '필요한', '당연히', '하고', '가는', '하냐고', '해서', '하면', '당연히', '받을', '받아서', '갈', '끼치는', '죽기보다', '싫거든']"
947,"['위드', '코로나', '검사', '확', '진자', '다시', '서울', '명']","['와', '하구', '줄었는데', '찍었네']"
948,"['백신', '패스', '관', '터', '널스', '차']",[]
949,"['크리스마스', '연초', '전', '위드', '코로나', '듯']",['끝날']
950,"['코로나', '썅련', '작년', '여행', '못', '고영', '못', '보고', '카페', '맘', '진짜', '집', '게임', '존', '햇', '그땐', '몇', '명', '금은', '삼천', '여기저기', '여행', '행사', '수험생', '할인', '콘서트', '엠티', '백신', '위드', '코로', '씨발', '이십', '쩔', '티비']","['편히못', '잇고', '걍', '는데', '고지', '맞앗다고']"
951,"['위드', '코로나', '지랄', '염병']",[]
952,"['저', '우선', '거지', '두', '달이', '시간', '지금', '일본', '입국', '비자', '사람', '일격', '두', '달이', '시간', '희망', '거임', '우리', '두', '달', '전만', '해도', '백신', '차', '안', '사람', '수두', '지금', '백신', '패스', '뭐', '요새', '일본', '코로나', '급감']","['였으면', '당연히', '넣었죠', '솔직히', '넣고', '보는', '있는', '어리긴', '걸어', '보는', '맞은', '다', '맞고', '하고', '있죠', '한', '대잖아']"
953,"['코로나', '단계', '일상', '회복', '차', '개편', '사회', '거리', '두기', '주주', '운영', '주', '평가', '간격', '차례', '완화', '조치']",[]
954,"['단계', '일상', '회복', '위드', '코로나', '조치', '시행', '첫', '후', '소상', '공인', '매출', '코로나', '사태', '이전', '수준', '뷔페', '식당', '등', '외식', '업', '매출', '코로나', '이전', '수준']","['회복했다', '미치지', '했다']"
955,"['위드', '코로나', '시행', '여행', '앱', '이용', '현황', '다음', '뉴스']",[]
956,"['머', '순', '위드', '코로나', '거리', '면서']","['갈', '있어요', '그러고', '있으니']"
957,"['위드', '코로나', '주재', '확진', '사망', '최', '하루', '이상', '병상', '대기', '명', '출처', '동아일보', '네이버', '뉴스']",[]
958,"['제발', '제발', '제발', '위드', '코로나', '제발', '올해', '콘서트', '제발', '계속', '제발']","['아니', '해']"
959,"['문화', '예술의전당', '강예원', '돌파', '감염', '자발', '재검사', '확진', '판정', '조선일보', '백신', '접종', '후', '사망', '돌파', '감염', '백신', '패스']","['받았더니', '여전한데']"
960,"['회식', '쓰레기', '당장', '위드', '코로나', '명', '이상', '못', '하라']","['멈춰', '만나게']"
961,"['백신', '패스', '관입', '팝콘', '핫도그', '사람', '일부러', '거기', '예매', '보나', '백신', '패스', '관', '시간표', '패스']","['생기니', '너무', '좋아', '먹을', '해서', '봐', '맞아도', '있음']"
962,"['정부', '상황', '위드', '코로나', '중단', '수도', '출처', '서울', '신문', '네이버', '뉴스', '쇼']","['엄중해지면', '할', '있다', '조까']"
963,"['년', '월', '위드', '코로나', '대작', '편', '출처', '씨', '플레이', '네이버', '포스트']","['함께', '찾아온']"
964,"['차', '인정', '유럽', '백신', '접종', '완료', '기준', '등', '백신', '패스', '기준', '부스터', '샷', '적용', '차', '뒤', '개월', '접종', '완료', '박탈', '보건', '전문가', '백신', '부익부', '빈익빈', '심화', '적', '몇', '차', '추가', '생각']","['맞아야', '달라지는', '맞은', '지나면', '하기도', '크지', '할']"
965,"['문', '대통령', '코로나', '상황', '은', '조금', '부분', '진단', '단계', '일상', '회복', '진행', '회복', '강조']","['아직', '조마조마한', '있다고', '하면서', '잘', '해', '완전한', '이루겠다고', '했습니다']"
966,"['월', '일이', '월', '일', '중', '하나', '잡고', '백신', '패스', '청소년', '적용', '매우', '못', '거']","['싶다', '근데', '되면', '화나하면서', '가는']"
967,"['위드', '코로나', '할렐루야']",[]
968,"['청와대', '안동', '위드', '코로나', '후', '첫', '수능', '분위기', '수능시험', '다음', '뉴스']",['차분한']
969,"['사설', '눈앞', '병상', '부족', '사태', '정부', '말', '위드', '코로나', '지속', '의료', '체계', '뒷받침', '유지', '정부', '대응', '건', '일이']","['닥친', '믿어도', '되나', '가능한', '되지', '않고는', '되기', '어렵다', '안이하게', '아닌지', '돌아볼']"
970,"['시발', '위드', '코로나', '마스크', '건', '턱', '마스크', '사람']","['없이', '다니란', '아닐텐데', '없어']"
971,"['월일', '시', '월일', '시', '기준', '대한민국', '코로나', '바이러스', '현황', '오늘', '사망자', '명', '재원', '위중', '증', '명', '신규', '입원', '명', '오늘', '확', '진자', '명', '드', '코로나', '단계', '일상', '회복', '코로나', '바이러스', '감염증', '국내', '확', '진자']",[]
972,"['백신', '패스', '조금', '생각']","['걸리는데', '괜찮았어요']"
973,"['단계', '일상', '회복', '패', '세', '추가', '접종', '추가', '접종', '단계', '일상', '회복', '박정훈', '기자']",['달렸다']
974,"['서울', '인천', '경기', '전국', '발생량', '차지', '현', '상황', '대한민국', '전체', '듯이', '뉴스', '펑펑', '그냥', '단계', '일상', '회복', '건', '서울', '경기', '인천']","['넘게', '다', '있는', '다', '망했다는', '날려', '대는지', '멈추는', '겁니다']"
975,"['위드', '코로나', '아이돌', '콘서트', '아무', '문제', '일어나지', '제발', '케이팝', '건', '년', '허공']","['되고', '않았는데', '마라', '보며', '살았는데']"
976,"['우리', '저', '더비', '기', '못', '늦', '덕이', '생각', '위드', '코로나', '성큼']","['헐', '꼬옥', '성공합시다', '든', '다가온']"
977,"['왜', '크리스마스', '공연', '티켓팅', '취소', '무슨', '위드', '코로나', '때문', '다른', '곳', '안']","['근데', '됐지', '바꿔도', '됨', '히', '하네']"
978,"['콘서트', '백신', '패스', '위해', '큐브', '거', '거지']","['깔았다', '보여주면', '되는']"
979,"['백신', '패스', '관', '곳도', '작가']","['아닌', '있어']"
980,"['단계', '일상', '벌써', '것', '난리', '바로', '천명', '뭐', '애초', '천명', '가능성', '말', '일도', '단계', '일상', '회복', '긴장', '거', '도로', '거리', '두기']","['회복한다니까', '끝난', '치니', '넘기고', '있네', '있다는', '있었으니까', '놀랄', '아니지만', '너무', '푸는', '아냐', '이러다간']"
981,"['방역', '실패', '방역', '성공', '시늉', '생각', '위드', '코로나', '놈', '또', '남', '탓']","['부족해서', '하는']"
982,"['내년', '위드', '코로나', '저', '목숨', '백신', '차', '이제', '저', '내년', '수험', '표', '아무', '데', '할인', '수', '거', '민증', '듯']","['하겠죠', '걸고', '다', '맞았는데', '그러면', '받을', '있는', '겠죠', '보다', '중요하게', '챙겨', '다닐']"
983,"['백신', '위드', '코로나', '깜짝', '놀란', '유럽', '다시']","['섣불렀나', '틀어막는다']"
984,"['월일', '시', '월일', '시', '기준', '대한민국', '코로나', '바이러스', '현황', '오늘', '사망자', '명', '재원', '위중', '증', '명', '신규', '입원', '명', '오늘', '확', '진자', '명', '드', '코로나', '단계', '일상', '회복', '코로나', '바이러스', '감염증', '국내', '확', '진자']",[]
985,"['월일', '시', '월일', '시', '기준', '대한민국', '코로나', '바이러스', '현황', '오늘', '사망자', '명', '재원', '위중', '증', '명', '신규', '입원', '명', '오늘', '확', '진자', '명', '드', '코로나', '단계', '일상', '회복', '코로나', '바이러스', '감염증', '국내', '확', '진자']",[]
986,"['백신', '접종', '상황', '미디어', '연일', '중공', '감기', '확', '진자', '걸', '보도', '걸', '오히려', '백신', '접종', '백신', '미접', '종자', '중공', '감기', '박멸', '폐', '끼', '백신', '효과', '뭐', '미접', '종자', '격리', '백신', '패스', '그냥', '거지']","['가를', '넘어가', '다', '되어가는', '늘어나는', '하는', '보면', '있네', '그렇게', '좋으면', '하러', '시키려고', '만들겠나', '미친']"
987,"['위드', '코로', '난', '뭔가', '진짜', '코로나', '동화', '확', '진자', '게']","['가', '해서', '됐나', '많네']"
988,"['삼천', '명', '위드', '코로나', '전면', '등교']","['맨날', '넘게', '나오는데']"
989,"['어뜨카', '저', '진짜', '혼자', '백신', '패스', '관', '욥']",['왔어']
990,"['코로나', '하루', '사망자', '차', '유행', '후', '최', '부스터', '샷', '대책', '코로나', '방역', '체계', '단계', '일상', '회복', '위드', '코로', '남', '전환', '이후', '사망자', '수가', '연일', '두', '자릿수', '기록', '차', '유행', '후', '최']","['될까', '된', '하더니', '다치까지', '올라갔습니다']"
991,"['안', '주변', '위드', '코로나', '곧', '것', '더', '분']","['그러게요', '그래도', '끝날', '같다고', '모이시는', '계시더라고요']"
992,"['위드', '코로나', '꼭', '해', '방금', '얀', '위험', '추가', '접종', '재난', '문자']","['해야', '센', '빨리', '왔는데']"
993,"['위드', '코로나', '시대', '운동', '법', '걷기', '댄스', '골프', '앱', '출처', '캐시', '워', '네이버', '포스트']","['하는', '합니다', '크']"
994,"['음', '집', '도착', '이', '시간', '귀가', '위드', '코로나', '실감', '나']",[]
995,"['필독', '서울', '아산', '병원', '윤상', '기', '의사', '코로나', '백신', '거부', '가지', '이유', '미국', '현역', '내과', '의사', '편지', '백신', '인구', '감축', '용', '죽', '것', '살인', '백신', '백신', '패스', '분쇄', '범', '국민', '운동', '본부']","['하는', '와에', '보낸']"
